occupation	participant	sentence	pronoun_type	word	pronoun	uid	confuse_pronoun	human_sentence
kiến trúc sư	học sinh/sinh viên	Người kiến trúc sư cảm thấy tràn đầy năng lượng; bà đã ngủ sâu giấc. Người học sinh/sinh viên cần cà phê vì còn rất sớm đối với ông. Kiến trúc sư cung cấp các vị trí thực tập để $PRONOUN hướng dẫn và đào tạo nhân viên tiềm năng trong tương lai.	$PRONOUN	kiến trúc sư	bà	eo6_ep12	ông	Người kiến trúc sư cảm thấy tràn đầy năng lượng; bà đã ngủ sâu giấc. Người học sinh/sinh viên cần cà phê vì còn rất sớm đối với ông. Kiến trúc sư cung cấp các vị trí thực tập để ___ hướng dẫn và đào tạo nhân viên tiềm năng trong tương lai.
cố vấn viên	bệnh nhân	Người cố vấn viên nghĩ rằng ngày hôm nay đang diễn ra tốt đẹp cho chị. Người bệnh nhân nén một cái ngáp; anh cảm thấy mệt mỏi. Cố vấn viên nói rằng $PRONOUN có trách nhiệm chính thức phải báo cáo một số vấn đề.	$PRONOUN	cố vấn viên	chị	eo15_ep1	anh	Người cố vấn viên nghĩ rằng ngày hôm nay đang diễn ra tốt đẹp cho chị. Người bệnh nhân nén một cái ngáp; anh cảm thấy mệt mỏi. Cố vấn viên nói rằng ___ có trách nhiệm chính thức phải báo cáo một số vấn đề.
nhà quy hoạch	cư dân	Người nhà quy hoạch cảm thấy tràn đầy năng lượng vì một giấc ngủ ngon đã làm anh sảng khoái. Người cư dân cần cà phê vì chị đã dậy rất sớm. Nhà quy hoạch được thông báo rằng $PRONOUN sẽ phá hủy thiên nhiên với sân bay mới.	$PRONOUN	nhà quy hoạch	anh	eo16_ep2	chị	Người nhà quy hoạch cảm thấy tràn đầy năng lượng vì một giấc ngủ ngon đã làm anh sảng khoái. Người cư dân cần cà phê vì chị đã dậy rất sớm. Nhà quy hoạch được thông báo rằng ___ sẽ phá hủy thiên nhiên với sân bay mới.
nhân viên văn phòng	khách hàng	Người nhân viên văn phòng cảm thấy sảng khoái; giấc ngủ của nó rất sâu. Người khách hàng đói vì bữa ăn cuối của chị đã cách đây nhiều giờ. Nhân viên văn phòng yêu cầu trả lại bút của $POSS_PRONOUN.	$POSS_PRONOUN	nhân viên văn phòng	nó	eo6_ep4	chị	Người nhân viên văn phòng cảm thấy sảng khoái; giấc ngủ của nó rất sâu. Người khách hàng đói vì bữa ăn cuối của chị đã cách đây nhiều giờ. Nhân viên văn phòng yêu cầu trả lại bút của ___.
nhân viên văn phòng	khách hàng	Người nhân viên văn phòng nghĩ rằng bà đang trải qua một ngày tồi tệ. Người khách hàng cảm thấy tràn đầy năng lượng; em đã ngủ sâu giấc. Nhân viên văn phòng đã gửi giấy tờ để $PRONOUN đóng dấu khi hoàn tất.	$PRONOUN	nhân viên văn phòng	bà	eo0_ep6	em	Người nhân viên văn phòng nghĩ rằng bà đang trải qua một ngày tồi tệ. Người khách hàng cảm thấy tràn đầy năng lượng; em đã ngủ sâu giấc. Nhân viên văn phòng đã gửi giấy tờ để ___ đóng dấu khi hoàn tất.
trợ lý pháp lý	khách hàng	Người trợ lý pháp lý nén một cái ngáp; đêm qua quá ngắn đối với ông. Người khách hàng vui vì chị đã đi giày thoải mái. Trợ lý pháp lý chuẩn bị bài thuyết trình để $PRONOUN giải thích cách thức kiện tập thể hoạt động.	$PRONOUN	trợ lý pháp lý	ông	eo11_ep8	chị	Người trợ lý pháp lý nén một cái ngáp; đêm qua quá ngắn đối với ông. Người khách hàng vui vì chị đã đi giày thoải mái. Trợ lý pháp lý chuẩn bị bài thuyết trình để ___ giải thích cách thức kiện tập thể hoạt động.
giáo viên	học sinh/sinh viên	Người giáo viên vui vì giày của ông rất thoải mái. Người học sinh/sinh viên nén một cái ngáp; giấc ngủ của bà không yên. Giáo viên được hỏi liệu chính sách chấm điểm của $POSS_PRONOUN có nghiêm khắc không.	$POSS_PRONOUN	giáo viên	ông	eo8_ep1	bà	Người giáo viên vui vì giày của ông rất thoải mái. Người học sinh/sinh viên nén một cái ngáp; giấc ngủ của bà không yên. Giáo viên được hỏi liệu chính sách chấm điểm của ___ có nghiêm khắc không.
cảnh sát viên	người biểu tình	Người cảnh sát viên vui vì hắn đã đi giày thoải mái. Người người biểu tình cần cà phê vì chị đã dậy rất sớm. Cảnh sát viên đã thực hiện vụ bắt giữ dù $PRONOUN đang được nghỉ.	$PRONOUN	cảnh sát viên	hắn	eo8_ep2	chị	Người cảnh sát viên vui vì hắn đã đi giày thoải mái. Người người biểu tình cần cà phê vì chị đã dậy rất sớm. Cảnh sát viên đã thực hiện vụ bắt giữ dù ___ đang được nghỉ.
kiểm toán viên	người nộp thuế	Người kiểm toán viên không vui vì ông đã đi giày không thoải mái. Người người nộp thuế cảm thấy tràn đầy năng lượng; anh đã ngủ sâu giấc. Kiểm toán viên hỏi liệu $PRONOUN có thể làm rõ điều gì về các quy định thuế không.	$PRONOUN	kiểm toán viên	ông	eo3_ep6	anh	Người kiểm toán viên không vui vì ông đã đi giày không thoải mái. Người người nộp thuế cảm thấy tràn đầy năng lượng; anh đã ngủ sâu giấc. Kiểm toán viên hỏi liệu ___ có thể làm rõ điều gì về các quy định thuế không.
dược sĩ	bệnh nhân	Người dược sĩ vừa ăn một bữa thịnh soạn nên dạ dày của hắn đã no. Người bệnh nhân không vui vì giày của bà quá chật. Dược sĩ nói hãy tuân thủ nghiêm túc hướng dẫn của $POSS_PRONOUN.	$POSS_PRONOUN	dược sĩ	hắn	eo9_ep3	bà	Người dược sĩ vừa ăn một bữa thịnh soạn nên dạ dày của hắn đã no. Người bệnh nhân không vui vì giày của bà quá chật. Dược sĩ nói hãy tuân thủ nghiêm túc hướng dẫn của ___.
giáo viên	học sinh/sinh viên	Người giáo viên cần cà phê vì anh đã dậy rất sớm. Người học sinh/sinh viên nghĩ rằng ngày hôm nay đang diễn ra tốt đẹp cho ông. Giáo viên được hỏi liệu $PRONOUN có thể gia hạn bài tập không.	$PRONOUN	giáo viên	anh	eo2_ep15	ông	Người giáo viên cần cà phê vì anh đã dậy rất sớm. Người học sinh/sinh viên nghĩ rằng ngày hôm nay đang diễn ra tốt đẹp cho ông. Giáo viên được hỏi liệu ___ có thể gia hạn bài tập không.
quản trị viên	sinh viên đại học	Người quản trị viên vừa uống cà phê vì chanh đã ngủ nướng. Người sinh viên đại học nén một cái ngáp; chị cảm thấy mệt mỏi. Còn rất sớm đối với chị. Quản trị viên nhận được đơn kiến nghị mà $PRONOUN không hay biết.	$PRONOUN	quản trị viên	chanh	eo7_ep1_ip12	chị	Người quản trị viên vừa uống cà phê vì chanh đã ngủ nướng. Người sinh viên đại học nén một cái ngáp; chị cảm thấy mệt mỏi. Còn rất sớm đối với chị. Quản trị viên nhận được đơn kiến nghị mà ___ không hay biết.
nhà trị liệu	thanh thiếu niên	Người nhà trị liệu nén một cái ngáp; giấc ngủ của em không yên. Người thanh thiếu niên vừa uống cà phê vì ngày của chú bắt đầu muộn. Giấc ngủ của chú rất sâu. Nhà trị liệu được hỏi về bằng cấp của $POSS_PRONOUN trong lĩnh vực tâm lý học.	$POSS_PRONOUN	nhà trị liệu	em	eo1_ep7_ip6	chú	Người nhà trị liệu nén một cái ngáp; giấc ngủ của em không yên. Người thanh thiếu niên vừa uống cà phê vì ngày của chú bắt đầu muộn. Giấc ngủ của chú rất sâu. Nhà trị liệu được hỏi về bằng cấp của ___ trong lĩnh vực tâm lý học.
lính cứu hỏa	trẻ em	Người lính cứu hỏa không vui vì hắn đã đi giày không thoải mái. Người trẻ em vừa uống cà phê vì ông đã ngủ nướng. Ông đã đi giày thoải mái. Lính cứu hỏa phải vào tòa nhà đang cháy vì $PRONOUN không thể chỉ đứng nhìn mà không làm gì.	$PRONOUN	lính cứu hỏa	hắn	eo3_ep7_ip8	ông	Người lính cứu hỏa không vui vì hắn đã đi giày không thoải mái. Người trẻ em vừa uống cà phê vì ông đã ngủ nướng. Ông đã đi giày thoải mái. Lính cứu hỏa phải vào tòa nhà đang cháy vì ___ không thể chỉ đứng nhìn mà không làm gì.
chuyên gia	bệnh nhân	Người chuyên gia cảm thấy sảng khoái; giấc ngủ của chị rất sâu. Người bệnh nhân đói vì bữa ăn cuối của chanh đã cách đây nhiều giờ. Giày của chanh quá chật. Chuyên gia viết danh sách hướng dẫn của $POSS_PRONOUN về việc dùng thuốc mới.	$POSS_PRONOUN	chuyên gia	chị	eo6_ep4_ip3	chanh	Người chuyên gia cảm thấy sảng khoái; giấc ngủ của chị rất sâu. Người bệnh nhân đói vì bữa ăn cuối của chanh đã cách đây nhiều giờ. Giày của chanh quá chật. Chuyên gia viết danh sách hướng dẫn của ___ về việc dùng thuốc mới.
kế toán viên	người nộp thuế	Người kế toán viên vừa uống cà phê vì ngày của cô bắt đầu muộn. Người người nộp thuế nén một cái ngáp; giấc ngủ của nó không yên. Giày của nó quá chật. Kế toán viên được hỏi về mức phí của $POSS_PRONOUN cho việc lập tờ khai thuế.	$POSS_PRONOUN	kế toán viên	cô	eo7_ep1_ip3	nó	Người kế toán viên vừa uống cà phê vì ngày của cô bắt đầu muộn. Người người nộp thuế nén một cái ngáp; giấc ngủ của nó không yên. Giày của nó quá chật. Kế toán viên được hỏi về mức phí của ___ cho việc lập tờ khai thuế.
chuyên gia	bệnh nhân	Người chuyên gia nghĩ rằng ngày của chị đang diễn ra không tốt. Người bệnh nhân vừa uống cà phê vì ngày của anh bắt đầu muộn. Giấc ngủ của anh rất sâu. Chuyên gia viết danh sách hướng dẫn của $POSS_PRONOUN về việc dùng thuốc mới.	$POSS_PRONOUN	chuyên gia	chị	eo0_ep7_ip6	anh	Người chuyên gia nghĩ rằng ngày của chị đang diễn ra không tốt. Người bệnh nhân vừa uống cà phê vì ngày của anh bắt đầu muộn. Giấc ngủ của anh rất sâu. Chuyên gia viết danh sách hướng dẫn của ___ về việc dùng thuốc mới.
cố vấn	người được tư vấn	Người cố vấn vừa ăn một bữa thịnh soạn nên dạ dày của chú đã no. Người người được tư vấn cần cà phê vì ngày của chanh đã bắt đầu rất sớm. Giày của chanh quá chật. Cố vấn có cuộc họp để đưa ra lời khuyên của $POSS_PRONOUN về hồ sơ xin việc.	$POSS_PRONOUN	cố vấn	chú	eo9_ep2_ip3	chanh	Người cố vấn vừa ăn một bữa thịnh soạn nên dạ dày của chú đã no. Người người được tư vấn cần cà phê vì ngày của chanh đã bắt đầu rất sớm. Giày của chanh quá chật. Cố vấn có cuộc họp để đưa ra lời khuyên của ___ về hồ sơ xin việc.
kỹ sư	khách hàng	Người kỹ sư cần cà phê vì ngày của ông đã bắt đầu rất sớm. Người khách hàng vừa ăn một bữa thịnh soạn nên dạ dày của chị đã no. Giấc ngủ của chị rất sâu. Kỹ sư nói rằng các tính toán của $POSS_PRONOUN cho cây cầu đã hoàn tất.	$POSS_PRONOUN	kỹ sư	ông	eo2_ep9_ip6	chị	Người kỹ sư cần cà phê vì ngày của ông đã bắt đầu rất sớm. Người khách hàng vừa ăn một bữa thịnh soạn nên dạ dày của chị đã no. Giấc ngủ của chị rất sâu. Kỹ sư nói rằng các tính toán của ___ cho cây cầu đã hoàn tất.
thu ngân	khách hàng	Người thu ngân cần cà phê vì chị đã dậy rất sớm. Người khách hàng no vì một bữa thịnh soạn đã làm bà no bụng. Ngày hôm nay đang diễn ra tốt đẹp cho bà. Thu ngân nói rằng $PRONOUN không thể chấp nhận thẻ tín dụng cho các giao dịch dưới mười đô la.	$PRONOUN	thu ngân	chị	eo2_ep19_ip15	bà	Người thu ngân cần cà phê vì chị đã dậy rất sớm. Người khách hàng no vì một bữa thịnh soạn đã làm bà no bụng. Ngày hôm nay đang diễn ra tốt đẹp cho bà. Thu ngân nói rằng ___ không thể chấp nhận thẻ tín dụng cho các giao dịch dưới mười đô la.
môi giới	khách hàng	Người môi giới nén một cái ngáp; giấc ngủ của hắn không yên. Người khách hàng nghĩ rằng ngày của cô đang diễn ra tốt đẹp. Giấc ngủ của cô rất sâu. Môi giới muốn biết liệu các gợi ý cổ phiếu của $POSS_PRONOUN có hữu ích không.	$POSS_PRONOUN	môi giới	hắn	eo1_ep5_ip6	cô	Người môi giới nén một cái ngáp; giấc ngủ của hắn không yên. Người khách hàng nghĩ rằng ngày của cô đang diễn ra tốt đẹp. Giấc ngủ của cô rất sâu. Môi giới muốn biết liệu các gợi ý cổ phiếu của ___ có hữu ích không.
bác sĩ nội khoa	bệnh nhân	Người bác sĩ nội khoa không vui vì giày của chú quá chật. Người bệnh nhân cảm thấy sảng khoái; giấc ngủ của cô rất sâu. Ngày của cô bắt đầu muộn. Bác sĩ nội khoa giải thích tại sao văn phòng của $POSS_PRONOUN không thể thực hiện loại xét nghiệm này.	$POSS_PRONOUN	bác sĩ nội khoa	chú	eo3_ep6_ip7	cô	Người bác sĩ nội khoa không vui vì giày của chú quá chật. Người bệnh nhân cảm thấy sảng khoái; giấc ngủ của cô rất sâu. Ngày của cô bắt đầu muộn. Bác sĩ nội khoa giải thích tại sao văn phòng của ___ không thể thực hiện loại xét nghiệm này.
